324585	how much money do motivational speakers make	0.5856	0.5833	0.5592	0.5454	0.5407	0.5395	0.5304	0.5219	0.5162	0.5133	0.5116	0.5094	0.5061	0.4966	0.4964	0.4954	0.4947	0.4944	0.4933	0.4924
330975	how much would it cost to install my own wind turbine	0.9569	0.9497	0.9387	0.912	0.9029	0.9021	0.8953	0.8884	0.8871	0.8766	0.8682	0.8603	0.8582	0.8459	0.8346	0.8333	0.8031	0.8	0.7579	0.753
332593	how often to button quail lay eggs	0.8298	0.8051	0.749	0.7389	0.7332	0.7151	0.7147	0.7074	0.7061	0.6969	0.6937	0.6893	0.6882	0.6786	0.6712	0.6687	0.6471	0.6444	0.635	0.6272
336901	how old is vanessa redgrave	0.6869	0.659	0.6428	0.5909	0.5777	0.5646	0.5589	0.5575	0.5484	0.5445	0.5374	0.5335	0.5318	0.5316	0.5306	0.5252	0.5238	0.5235	0.5214	0.5196
390360	ia suffix meaning	0.9818	0.7983	0.7345	0.6759	0.6757	0.6757	0.6687	0.6678	0.6666	0.6615	0.6606	0.6563	0.6563	0.6533	0.643	0.6401	0.6355	0.6346	0.6335	0.6279
405163	is caffeine an narcotic	0.7362	0.7355	0.734	0.7283	0.7099	0.7093	0.7069	0.706	0.7041	0.7041	0.7024	0.7024	0.7017	0.6997	0.6944	0.6941	0.6884	0.6838	0.6828	0.6794
42255	average salary for dental hygienist in nebraska	0.7775	0.7675	0.7646	0.7483	0.7382	0.7371	0.7332	0.7307	0.7222	0.716	0.7135	0.7098	0.7075	0.7069	0.6949	0.6939	0.6933	0.6914	0.6796	0.6777
47210	average wedding dress alteration cost	0.9624	0.9495	0.9424	0.9422	0.8819	0.8446	0.8316	0.821	0.7838	0.7795	0.7765	0.7633	0.7631	0.7515	0.7484	0.7399	0.719	0.7122	0.7101	0.7015
555530	what are best foods to lower cholesterol	0.9761	0.9677	0.9632	0.9624	0.9622	0.9608	0.9605	0.9555	0.9527	0.9527	0.9524	0.9509	0.9506	0.9503	0.9473	0.9451	0.9447	0.9417	0.9412	0.9402
583468	what carvedilol used for	0.8946	0.7215	0.7162	0.7078	0.6133	0.565	0.5331	0.5313	0.5049	0.5007	0.5002	0.497	0.4968	0.4936	0.4914	0.4883	0.4875	0.4867	0.4836	0.4761
640502	what does it mean if your tsh is low	0.9893	0.9354	0.9106	0.8793	0.8012	0.7805	0.7679	0.7634	0.7588	0.7453	0.7414	0.7354	0.7343	0.7244	0.7166	0.7086	0.701	0.7005	0.69	0.6896
67316	can fever cause miscarriage early pregnancy	0.7441	0.7438	0.7393	0.6788	0.654	0.6321	0.6298	0.6264	0.6035	0.6033	0.5968	0.5968	0.5925	0.5922	0.5871	0.5854	0.5806	0.578	0.5759	0.5691
673670	what is a alm	0.784	0.7299	0.7137	0.7033	0.6909	0.6854	0.665	0.6426	0.6391	0.628	0.6278	0.6231	0.6221	0.6006	0.5956	0.5951	0.5924	0.5901	0.5895	0.589
701453	what is a statutory deed	0.9525	0.7543	0.7356	0.7239	0.7213	0.7136	0.7134	0.7108	0.7001	0.6794	0.6688	0.6574	0.653	0.6517	0.6496	0.6422	0.6394	0.6382	0.638	0.6368
730539	what is chronometer who invented it	0.9497	0.7044	0.6622	0.6581	0.6485	0.6381	0.633	0.6254	0.6114	0.6109	0.6086	0.5932	0.5839	0.5782	0.5744	0.5707	0.5664	0.5659	0.5659	0.5582
768208	what is mamey	0.8382	0.6685	0.6541	0.6227	0.6176	0.6039	0.5936	0.5842	0.5821	0.5816	0.5792	0.5758	0.5754	0.5693	0.5667	0.5627	0.561	0.561	0.5552	0.554
877809	what metal are hip replacements made of	0.7123	0.6659	0.6647	0.6482	0.6318	0.6193	0.592	0.5872	0.5871	0.5825	0.575	0.5747	0.5736	0.5711	0.5696	0.5689	0.5683	0.5663	0.566	0.5652
911232	what type of conflict does della face in o henry the gift of the magi	0.5831	0.5488	0.4986	0.4617	0.4478	0.4344	0.4257	0.4192	0.4097	0.4079	0.4055	0.4008	0.3975	0.3965	0.3938	0.389	0.3888	0.3809	0.3751	0.3745
914916	what type of tissue are bronchioles	0.8329	0.7984	0.7982	0.766	0.7588	0.7542	0.7148	0.7037	0.7011	0.6983	0.6906	0.6883	0.6812	0.6637	0.6538	0.6481	0.6442	0.6287	0.6268	0.6218
938400	when did family feud come out	0.8729	0.8722	0.8556	0.8537	0.8375	0.8154	0.6665	0.633	0.6247	0.6068	0.5586	0.5458	0.5446	0.5282	0.5129	0.5083	0.4915	0.4895	0.485	0.4788
940547	when did rock n roll begin	0.9319	0.7911	0.7269	0.7126	0.7067	0.6861	0.679	0.6639	0.6477	0.6189	0.6004	0.5814	0.5705	0.5689	0.5674	0.5665	0.5556	0.5428	0.5426	0.537
997622	where is the show shameless filmed	0.7921	0.7564	0.7549	0.7503	0.7424	0.7418	0.7248	0.7208	0.7138	0.7133	0.7114	0.7102	0.7048	0.6925	0.6915	0.6896	0.6811	0.6679	0.6587	0.6575
